CD_SAFRA;CD_UPNIVEL1;DE_UPNIVEL1;CD_UPNIVEL3;NO_CORTE;DE_VARIED;ANO;QT_AREA;LARVAS_METRO
22223;10001;Laranjeira Industria;9;5;RB92579;2021;4,69;0
22223;10001;Laranjeira Industria;10;5;RB92579;2021;1,88;0
22223;10001;Laranjeira Industria;11;5;RB92579;2021;1,19;0
22223;10003;Estância Pitanga;1;3;RB975033;2021;8,14;0
22324;10003;Estância Pitanga;1;4;RB975033;2022;8,14;0
22223;10003;Estância Pitanga;3;3;CTC9001;2021;1,14;0
22324;10003;Estância Pitanga;3;4;CTC9001;2022;1,14;0
22223;10003;Estância Pitanga;4;3;CTC9001;2021;2,72;0
22324;10003;Estância Pitanga;4;4;CTC9001;2022;2,72;0
22324;10003;Estância Pitanga;5;4;RB975033;2022;14,92;0
22223;10003;Estância Pitanga;6;3;RB975033;2021;6,04;0
22324;10003;Estância Pitanga;6;4;RB975033;2022;6,04;0
22324;10003;Estância Pitanga;8;4;RB975033;2022;8,4;0
22223;10003;Estância Pitanga;9;3;RB975033;2021;6,64;0
22122;10005;Fazenda Laranjeiras 2;1;2;RB92579;2021;15,85;0
22122;10005;Fazenda Laranjeiras 2;2;2;RB92579;2021;16,17;0
22122;10005;Fazenda Laranjeiras 2;3;2;RB92579;2021;16,93;0
22223;10100;Sítio Jataí II;1;5;RB92579;2021;8,14;0
22324;10100;Sítio Jataí II;1;6;RB92579;2022;8,14;0
22223;10100;Sítio Jataí II;2;5;RB92579;2021;5,58;0
22324;10100;Sítio Jataí II;2;6;RB92579;2022;5,58;0
22223;10105;Sitio Boa Esperanca;2;5;RB92579;2021;3,85;0
22223;10105;Sitio Boa Esperanca;3;5;RB92579;2021;1,65;0
22223;10303;Fazenda Sossego;80;3;RB92579;2021;10,92;0
22324;10303;Fazenda Sossego;80;4;RB92579;2022;10,92;0
22425;10303;Fazenda Sossego;80;5;RB92579;2024;10,92;0
22425;10303;Fazenda Sossego;81;5;RB92579;2023;2,39;0
22425;10303;Fazenda Sossego;82;5;RB92579;2023;32,94;0
22223;10303;Fazenda Sossego;83;3;RB92579;2021;27,01;0
22324;10303;Fazenda Sossego;83;4;RB92579;2022;54,02;0
22425;10303;Fazenda Sossego;83;5;RB92579;2023;27,01;0
22324;10303;Fazenda Sossego;84;4;RB92579;2022;7,05;0
22425;10303;Fazenda Sossego;84;5;RB92579;2024;7,05;0
22223;10303;Fazenda Sossego;85;3;RB92579;2021;13,44;0
22223;10303;Fazenda Sossego;86;3;RB92579;2021;13,4;0
22324;10303;Fazenda Sossego;86;4;RB92579;2022;13,4;0
22425;10303;Fazenda Sossego;86;5;RB92579;2024;13,4;0
22324;10303;Fazenda Sossego;88;4;RB92579;2022;10,34;0
22223;10303;Fazenda Sossego;89;3;RB92579;2021;8,25;0
22425;10303;Fazenda Sossego;89;5;RB92579;2024;8,25;0
22223;10303;Fazenda Sossego;90;3;RB92579;2021;4,41;0
22324;10303;Fazenda Sossego;90;4;RB92579;2022;4,41;0
22223;10303;Fazenda Sossego;100;5;RB92579;2021;34,4;0
22223;10303;Fazenda Sossego;102;5;RB92579;2021;15,33;0
22223;10303;Fazenda Sossego;104;5;RB92579;2021;45,1;0
22223;10303;Fazenda Sossego;107;5;RB92579;2021;16,11;0
22223;10303;Fazenda Sossego;109;5;RB92579;2021;10,94;0
22223;10303;Fazenda Sossego;110;5;RB92579;2021;14,33;0
22425;10310;Fazenda Sao Jorge;1;2;SP83-2847;2023;9,09;0
22425;10310;Fazenda Sao Jorge;3;2;SP83-2847;2023;16,47;0
22425;10310;Fazenda Sao Jorge;5;2;SP83-2847;2023;21,01;0
22324;10310;Fazenda Sao Jorge;21;4;RB975033;2022;2,5;0
22425;10310;Fazenda Sao Jorge;21;0;CTC1007;2023;17,57;0
22425;10310;Fazenda Sao Jorge;22;0;CTC1007;2023;6,77;0
22223;10310;Fazenda Sao Jorge;23;3;RB975033;2021;3,68;0
22324;10310;Fazenda Sao Jorge;23;4;RB975033;2022;3,68;0
22425;10310;Fazenda Sao Jorge;23;0;CTC1007;2023;24,11;0
22223;10310;Fazenda Sao Jorge;24;3;RB975033;2021;2,72;0
22425;10310;Fazenda Sao Jorge;24;0;CTC1007;2023;32,07;0
22223;10310;Fazenda Sao Jorge;25;3;RB975033;2021;1,63;0
22223;10310;Fazenda Sao Jorge;26;3;RB975033;2021;2,42;0
22324;10310;Fazenda Sao Jorge;26;4;RB975033;2022;2,42;0
22425;10310;Fazenda Sao Jorge;26;0;CTC1007;2023;33,66;0
22425;10310;Fazenda Sao Jorge;27;0;CTC1007;2023;8,42;0
22324;10310;Fazenda Sao Jorge;28;4;RB975033;2022;3,16;0
22425;10310;Fazenda Sao Jorge;28;0;CTC1007;2023;21,81;0
22425;10310;Fazenda Sao Jorge;29;0;CTC1007;2023;5,14;0
22324;10310;Fazenda Sao Jorge;30;4;RB975033;2022;3,34;0
22425;10310;Fazenda Sao Jorge;30;0;CTC1007;2023;17,53;0
22425;10310;Fazenda Sao Jorge;31;0;CTC1007;2023;12,45;0
22324;10310;Fazenda Sao Jorge;32;4;RB975033;2022;5,57;0
22425;10310;Fazenda Sao Jorge;32;0;CTC1007;2023;15,55;0
22425;10310;Fazenda Sao Jorge;33;0;CTC1007;2023;34,31;0
22223;10310;Fazenda Sao Jorge;34;3;RB975033;2021;10,75;0
22324;10310;Fazenda Sao Jorge;34;4;RB975033;2022;10,75;0
22324;10310;Fazenda Sao Jorge;37;4;RB975033;2022;6,38;0
22324;10310;Fazenda Sao Jorge;39;4;RB975033;2022;2,23;0
22223;10310;Fazenda Sao Jorge;44;3;RB966928;2021;4,69;0
22324;10310;Fazenda Sao Jorge;44;4;RB966928;2022;4,69;0
22223;10310;Fazenda Sao Jorge;45;3;RB975033;2021;8,35;0
22324;10310;Fazenda Sao Jorge;46;4;RB975033;2022;2,22;0
22223;10310;Fazenda Sao Jorge;48;3;RB966928;2021;1,44;0
22223;10310;Fazenda Sao Jorge;49;3;RB975201;2021;3,93;0
22223;10310;Fazenda Sao Jorge;50;3;RB975201;2021;2,46;0
22223;10310;Fazenda Sao Jorge;51;3;RB975033;2021;3,05;0
22324;10310;Fazenda Sao Jorge;55;4;RB975201;2022;6,89;0
22223;10310;Fazenda Sao Jorge;57;3;RB975033;2021;4,63;0
22324;10310;Fazenda Sao Jorge;57;4;RB975033;2022;4,63;0
22223;10310;Fazenda Sao Jorge;59;3;RB975033;2021;2,12;0
22324;10310;Fazenda Sao Jorge;60;4;RB975033;2022;5;0
22324;10310;Fazenda Sao Jorge;61;4;RB975033;2022;6,38;0
22324;10310;Fazenda Sao Jorge;62;4;RB975033;2022;2,99;0
22223;10310;Fazenda Sao Jorge;63;3;RB975033;2021;2,16;0
22223;10310;Fazenda Sao Jorge;64;3;RB975033;2021;2,91;0
22223;10310;Fazenda Sao Jorge;65;3;RB975033;2021;0,8;0
22223;10310;Fazenda Sao Jorge;66;3;RB975033;2021;1,92;0
22324;10310;Fazenda Sao Jorge;67;4;RB975033;2022;7,35;0
22324;10310;Fazenda Sao Jorge;68;4;RB975033;2022;1,85;0
22324;10310;Fazenda Sao Jorge;69;4;RB975201;2022;2,01;0
22223;10310;Fazenda Sao Jorge;70;3;RB975201;2021;4,66;0
22324;10310;Fazenda Sao Jorge;70;4;RB975201;2022;4,66;0
22324;10310;Fazenda Sao Jorge;71;4;RB975201;2022;10,02;0
22324;10310;Fazenda Sao Jorge;72;4;RB975201;2022;2,45;0
22223;10310;Fazenda Sao Jorge;75;3;RB975201;2021;1,62;0
22223;10310;Fazenda Sao Jorge;76;3;RB975201;2021;2,15;0
22324;10310;Fazenda Sao Jorge;80;4;RB975201;2022;4,69;0
22324;10310;Fazenda Sao Jorge;81;4;RB975201;2022;0,9;0
22223;10310;Fazenda Sao Jorge;82;3;RB975201;2021;2,22;0
22324;10310;Fazenda Sao Jorge;82;4;RB975201;2022;2,22;0
22223;10310;Fazenda Sao Jorge;83;3;RB975201;2021;4,04;0
22324;10310;Fazenda Sao Jorge;83;4;RB975201;2022;4,04;0
22324;10310;Fazenda Sao Jorge;84;4;RB975201;2022;1,08;0
22223;10310;Fazenda Sao Jorge;90;3;RB975201;2021;14,98;0
22324;10310;Fazenda Sao Jorge;90;4;RB975201;2022;14,98;0
22324;10310;Fazenda Sao Jorge;95;4;RB867515;2022;7,46;0
22223;10310;Fazenda Sao Jorge;96;3;RB867515;2021;3,89;0
22223;10310;Fazenda Sao Jorge;97;3;RB867515;2021;6,66;0
22324;10310;Fazenda Sao Jorge;97;4;RB867515;2022;6,66;0
22223;10310;Fazenda Sao Jorge;101;3;RB867515;2021;1,57;0
22324;10310;Fazenda Sao Jorge;102;4;RB867515;2022;1,04;0
22223;10310;Fazenda Sao Jorge;104;3;RB867515;2021;1,74;0
22324;10310;Fazenda Sao Jorge;105;4;RB867515;2022;2,86;0
22223;10310;Fazenda Sao Jorge;107;3;RB867515;2021;1,98;0
22324;10310;Fazenda Sao Jorge;108;4;RB867515;2022;4,59;0
22324;10310;Fazenda Sao Jorge;110;4;RB867515;2022;7,31;0
22324;10310;Fazenda Sao Jorge;112;4;RB867515;2022;4,83;0
22324;10310;Fazenda Sao Jorge;113;4;RB867515;2022;5,38;0
22324;10310;Fazenda Sao Jorge;115;4;RB867515;2022;6,51;0
22223;10310;Fazenda Sao Jorge;117;3;RB867515;2021;5,58;0
22324;10310;Fazenda Sao Jorge;117;4;RB867515;2022;5,58;0
22223;10310;Fazenda Sao Jorge;118;3;RB867515;2021;6,47;0
22223;10310;Fazenda Sao Jorge;121;3;RB867515;2021;3,73;0
22324;10310;Fazenda Sao Jorge;121;4;RB867515;2022;3,73;0
22223;10310;Fazenda Sao Jorge;122;3;RB867515;2021;6,84;0
22324;10310;Fazenda Sao Jorge;122;4;RB867515;2022;6,84;0
22223;10310;Fazenda Sao Jorge;127;3;RB867515;2021;1,63;0
22223;10310;Fazenda Sao Jorge;128;3;RB867515;2021;3,82;0
22324;10310;Fazenda Sao Jorge;129;4;RB867515;2022;8,03;0
22223;10310;Fazenda Sao Jorge;131;3;RB867515;2021;5,59;0
22324;10310;Fazenda Sao Jorge;131;4;RB867515;2022;5,59;0
22223;10310;Fazenda Sao Jorge;133;3;RB867515;2021;5,78;0
22324;10310;Fazenda Sao Jorge;133;4;RB867515;2022;5,78;0
22223;10310;Fazenda Sao Jorge;134;3;RB867515;2021;7,5;0
22324;10310;Fazenda Sao Jorge;135;4;RB867515;2022;8,82;0
22324;10310;Fazenda Sao Jorge;137;4;RB867515;2022;5,93;0
22324;10310;Fazenda Sao Jorge;139;4;RB867515;2022;4,82;0
22223;10310;Fazenda Sao Jorge;140;3;RB867515;2021;3,2;0
22324;10310;Fazenda Sao Jorge;141;4;RB867515;2022;3,6;0
22223;10310;Fazenda Sao Jorge;143;3;RB867515;2021;1,89;0
22324;10310;Fazenda Sao Jorge;143;4;RB867515;2022;1,89;0
22223;10310;Fazenda Sao Jorge;144;3;RB867515;2021;2,71;0
22324;10310;Fazenda Sao Jorge;145;4;RB867515;2022;3,51;0
22324;10311;Fazenda Santo Antônio ;3;2;CTC9001;2022;56,28;0
22324;10311;Fazenda Santo Antônio ;7;2;CTC9001;2022;49,06;0
22324;10311;Fazenda Santo Antônio ;8;2;CTC9001;2022;23,44;0
22324;10311;Fazenda Santo Antônio ;11;2;CTC9001;2022;75,54;0
22324;10311;Fazenda Santo Antônio ;45;2;CTC9001;2022;11,61;0
22324;10311;Fazenda Santo Antônio ;46;2;CTC9001;2022;19,47;0
22324;10311;Fazenda Santo Antônio ;47;2;CTC9001;2022;39,04;0
22223;10311;Fazenda Santo Antônio ;49;0;CTC9001;2022;29,54;0
22223;10311;Fazenda Santo Antônio ;50;0;CTC9001;2022;17,48;0
22223;10311;Fazenda Santo Antônio ;51;0;CTC9001;2022;10,11;0
22425;10311;Fazenda Santo Antônio ;51;2;CTC9001;2023;11,22;0
22223;10311;Fazenda Santo Antônio ;52;0;CTC9001;2022;16,14;0
22223;10311;Fazenda Santo Antônio ;53;0;CTC9001;2022;11,57;0
22425;10311;Fazenda Santo Antônio ;53;2;CTC9001;2023;13,02;0
22324;10311;Fazenda Santo Antônio ;227;0;RB985517;2022;18,7;0
22324;10311;Fazenda Santo Antônio ;230;0;ADEF;2022;2,1;0
22324;10311;Fazenda Santo Antônio ;231;0;ADEF;2022;2,11;0
22324;10311;Fazenda Santo Antônio ;234;0;ADEF;2022;0,84;0
22324;10311;Fazenda Santo Antônio ;235;0;ADEF;2022;3,09;0
22324;10311;Fazenda Santo Antônio ;237;0;ADEF;2022;2,59;0
22324;10311;Fazenda Santo Antônio ;239;0;ADEF;2022;1,62;0
22324;10311;Fazenda Santo Antônio ;241;0;ADEF;2022;1,27;0
22324;10311;Fazenda Santo Antônio ;242;0;ADEF;2022;0,22;0
22324;10311;Fazenda Santo Antônio ;244;0;ADEF;2022;0,95;0
22324;10311;Fazenda Santo Antônio ;246;0;ADEF;2022;1,92;0
22324;10312;Fazenda Sao Joaquim;1;5;RB867515;2022;5,16;0
22223;10312;Fazenda Sao Joaquim;2;4;RB867515;2021;6,49;0
22324;10312;Fazenda Sao Joaquim;3;5;RB867515;2022;8,18;0
22223;10312;Fazenda Sao Joaquim;5;4;RB867515;2021;14,61;0
22324;10312;Fazenda Sao Joaquim;5;5;RB867515;2022;14,61;0
22223;10312;Fazenda Sao Joaquim;8;4;RB867515;2021;3,94;0
22223;10312;Fazenda Sao Joaquim;11;4;RB867515;2021;5,3;0
22223;10312;Fazenda Sao Joaquim;14;4;RB867515;2021;6,52;0
22223;10312;Fazenda Sao Joaquim;17;4;RB867515;2021;8,84;0
22223;10316;Fazenda Santa Luzia;2;3;SP83-2847;2021;5,78;0
22324;10316;Fazenda Santa Luzia;2;4;SP83-2847;2022;5,78;0
22324;10316;Fazenda Santa Luzia;4;4;SP83-2847;2022;4,96;0
22324;10316;Fazenda Santa Luzia;7;4;SP83-2847;2022;6,83;0
22223;10316;Fazenda Santa Luzia;9;3;SP83-2847;2021;2,4;0
22324;10316;Fazenda Santa Luzia;9;4;SP83-2847;2022;2,4;0
22223;10316;Fazenda Santa Luzia;10;3;SP83-2847;2021;3,55;0
22324;10316;Fazenda Santa Luzia;10;4;SP83-2847;2022;3,55;0
22324;10316;Fazenda Santa Luzia;15;4;SP83-2847;2022;14,58;0
22324;10316;Fazenda Santa Luzia;17;4;SP83-2847;2022;2,4;0
22324;10316;Fazenda Santa Luzia;21;4;SP83-2847;2022;4,3;0
22223;10316;Fazenda Santa Luzia;22;3;SP83-2847;2021;7,52;0
22223;10316;Fazenda Santa Luzia;23;3;SP83-2847;2021;0,65;0
22223;10316;Fazenda Santa Luzia;24;3;SP83-2847;2021;1,74;0
22324;10316;Fazenda Santa Luzia;24;4;SP83-2847;2022;1,74;0
22324;10316;Fazenda Santa Luzia;27;4;SP83-2847;2022;18,33;0
22627;10316;Fazenda Santa Luzia;27;2;DIVERSAS;2025;26,06;0
22627;10316;Fazenda Santa Luzia;28;2;DIVERSAS;2025;44,37;0
22223;10316;Fazenda Santa Luzia;29;3;SP83-2847;2021;12,87;0
22324;10316;Fazenda Santa Luzia;29;4;SP83-2847;2022;12,87;0
22627;10316;Fazenda Santa Luzia;29;2;DIVERSAS;2025;16,58;0
22324;10316;Fazenda Santa Luzia;31;4;SP83-2847;2022;9,13;0
22223;10316;Fazenda Santa Luzia;32;3;SP83-2847;2021;6,97;0
22223;10316;Fazenda Santa Luzia;44;3;RB867515;2021;2,22;0
22324;10316;Fazenda Santa Luzia;45;4;RB867515;2022;14,28;0
22223;10316;Fazenda Santa Luzia;46;3;RB867515;2021;4,46;0
22324;10316;Fazenda Santa Luzia;46;4;RB867515;2022;4,46;0
22223;10316;Fazenda Santa Luzia;48;3;RB867515;2021;18,31;0
22324;10316;Fazenda Santa Luzia;49;4;RB867515;2022;17,03;0
22223;10316;Fazenda Santa Luzia;51;3;RB867515;2021;2,7;0
22324;10316;Fazenda Santa Luzia;52;4;RB867515;2022;15,78;0
22223;10316;Fazenda Santa Luzia;53;3;RB867515;2021;14,37;0
22223;10316;Fazenda Santa Luzia;55;3;RB867515;2021;1,31;0
22223;10317;Fazenda Promissao;1;4;RB867515;2021;8,72;0
22223;10317;Fazenda Promissao;14;4;RB867515;2021;11;0
22223;10317;Fazenda Promissao;20;4;RB867515;2021;2,84;0
22324;10317;Fazenda Promissao;20;5;RB867515;2022;2,84;0
22223;10317;Fazenda Promissao;21;4;RB867515;2021;5,95;0
22324;10317;Fazenda Promissao;21;5;RB867515;2022;5,95;0
22122;10325;Faz. Santa Maria dos Palmares ;1;5;RB867515;2021;4,4;0
22223;10325;Faz. Santa Maria dos Palmares ;1;0;SP83-2847;2021;25,32;0
22122;10325;Faz. Santa Maria dos Palmares ;4;5;RB867515;2021;4,76;0
22122;10325;Faz. Santa Maria dos Palmares ;5;6;RB867515;2021;2,08;0
22122;10325;Faz. Santa Maria dos Palmares ;8;6;RB867515;2021;2,46;0
22223;10325;Faz. Santa Maria dos Palmares ;9;0;SP83-2847;2021;3,21;0
22223;10325;Faz. Santa Maria dos Palmares ;10;0;ADEF;2021;1,92;0
22223;10325;Faz. Santa Maria dos Palmares ;13;0;ADEF;2021;1,71;0
22223;10325;Faz. Santa Maria dos Palmares ;15;0;ADEF;2021;0,93;0
22122;10325;Faz. Santa Maria dos Palmares ;17;6;RB867515;2021;1,36;0
22223;10325;Faz. Santa Maria dos Palmares ;17;0;ADEF;2021;1,36;0
22122;10325;Faz. Santa Maria dos Palmares ;20;5;RB867515;2021;1,15;0
22223;10325;Faz. Santa Maria dos Palmares ;20;0;ADEF;2021;1,15;0
22122;10325;Faz. Santa Maria dos Palmares ;21;5;RB867515;2021;1,11;0
22223;10325;Faz. Santa Maria dos Palmares ;21;0;ADEF;2021;1,11;0
22223;10325;Faz. Santa Maria dos Palmares ;23;0;ADEF;2021;1,99;0
22122;10325;Faz. Santa Maria dos Palmares ;24;5;RB867515;2021;1,14;0
22122;10325;Faz. Santa Maria dos Palmares ;25;5;RB867515;2021;0,83;0
22223;10325;Faz. Santa Maria dos Palmares ;26;0;ADEF;2021;1,72;0
22122;10325;Faz. Santa Maria dos Palmares ;28;5;RB867515;2021;0,61;0
22122;10325;Faz. Santa Maria dos Palmares ;29;5;RB867515;2021;1,14;0
22122;10325;Faz. Santa Maria dos Palmares ;30;5;RB867515;2021;1,82;0
22122;10325;Faz. Santa Maria dos Palmares ;31;5;RB867515;2021;4,34;0
22122;10325;Faz. Santa Maria dos Palmares ;32;5;RB867515;2021;1,22;0
22122;10325;Faz. Santa Maria dos Palmares ;33;5;RB867515;2021;1,69;0
22223;10325;Faz. Santa Maria dos Palmares ;36;0;ADEF;2021;2,26;0
22122;10325;Faz. Santa Maria dos Palmares ;43;6;RB867515;2021;3,62;0
22223;10325;Faz. Santa Maria dos Palmares ;43;0;ADEF;2021;3,62;0
22223;10325;Faz. Santa Maria dos Palmares ;47;0;ADEF;2021;1,04;0
22223;10325;Faz. Santa Maria dos Palmares ;48;0;ADEF;2021;0,97;0
22223;10325;Faz. Santa Maria dos Palmares ;49;0;ADEF;2021;0,81;0
22122;10325;Faz. Santa Maria dos Palmares ;50;6;RB867515;2021;1,94;0
22122;10325;Faz. Santa Maria dos Palmares ;51;5;RB867515;2021;1,93;0
22223;10325;Faz. Santa Maria dos Palmares ;51;0;ADEF;2021;1,93;0
22122;10325;Faz. Santa Maria dos Palmares ;52;5;RB867515;2021;2,04;0
22122;10325;Faz. Santa Maria dos Palmares ;53;6;RB867515;2021;2,95;0
22223;10325;Faz. Santa Maria dos Palmares ;54;0;ADEF;2021;2,61;0
22223;10325;Faz. Santa Maria dos Palmares ;60;0;ADEF;2021;3,32;0
22122;10325;Faz. Santa Maria dos Palmares ;62;6;RB867515;2021;4,82;0
22122;10325;Faz. Santa Maria dos Palmares ;63;6;RB867515;2021;3,12;0
22223;10325;Faz. Santa Maria dos Palmares ;63;0;ADEF;2021;3,12;0
22122;10325;Faz. Santa Maria dos Palmares ;64;6;RB867515;2021;2,43;0
22122;10325;Faz. Santa Maria dos Palmares ;68;6;RB867515;2021;2,94;0
22122;10325;Faz. Santa Maria dos Palmares ;69;6;RB867515;2021;3,14;0
22223;10325;Faz. Santa Maria dos Palmares ;69;0;ADEF;2021;3,14;0
22122;10325;Faz. Santa Maria dos Palmares ;70;6;RB867515;2021;2,46;0
22122;10325;Faz. Santa Maria dos Palmares ;71;6;RB867515;2021;1,57;0
22122;10325;Faz. Santa Maria dos Palmares ;72;6;RB867515;2021;1,69;0
22223;10327;Fazenda Minerva;1;6;RB855536;2021;81,27;0
22627;10327;Fazenda Minerva;1;3;RB975201;2025;26,23;0
22223;10327;Fazenda Minerva;2;6;RB855536;2021;53,28;0
22627;10327;Fazenda Minerva;2;3;RB975201;2025;25,94;0
22223;10327;Fazenda Minerva;3;0;RB975201;2021;14,74;0
22425;10327;Fazenda Minerva;3;2;RB975201;2023;14,53;0
22627;10327;Fazenda Minerva;3;4;RB975201;2025;14,53;0
22223;10327;Fazenda Minerva;4;0;RB975201;2021;13,5;0
22425;10327;Fazenda Minerva;4;2;RB975201;2023;13,71;0
22627;10327;Fazenda Minerva;4;4;RB975201;2025;13,71;0
22223;10327;Fazenda Minerva;5;0;RB975201;2021;2,59;0
22425;10327;Fazenda Minerva;5;2;RB975201;2023;2,59;0
22223;10327;Fazenda Minerva;6;6;RB855536;2021;116,19;0
22627;10327;Fazenda Minerva;6;3;RB975201;2025;64,85;0
22223;10327;Fazenda Minerva;7;6;RB855536;2021;26,21;0
22627;10327;Fazenda Minerva;7;3;RB975201;2025;35,35;0
22223;10327;Fazenda Minerva;8;6;RB855536;2021;31,44;0
22627;10327;Fazenda Minerva;8;3;RB975201;2025;3,13;0
22223;10327;Fazenda Minerva;9;6;RB855536;2021;3,95;0
22223;10327;Fazenda Minerva;10;6;RB855536;2021;0,66;0
22223;10327;Fazenda Minerva;11;6;RB855536;2021;3,46;0
22223;10327;Fazenda Minerva;12;0;RB975201;2021;0,94;0
22223;10327;Fazenda Minerva;16;0;RB975201;2021;5,16;0
22425;10327;Fazenda Minerva;16;2;RB975201;2023;2,58;0
22627;10327;Fazenda Minerva;16;4;RB975201;2025;2,58;0
22223;10327;Fazenda Minerva;17;0;RB975201;2021;3,34;0
22425;10327;Fazenda Minerva;17;2;RB975201;2023;3,34;0
22223;10327;Fazenda Minerva;18;3;RB975033;2021;10,82;0
22324;10327;Fazenda Minerva;18;4;RB975033;2022;10,82;0
22425;10327;Fazenda Minerva;18;5;RB975033;2023;10,82;0
22526;10327;Fazenda Minerva;18;6;RB975033;2024;10,82;0
22627;10327;Fazenda Minerva;18;0;ADEF;2025;19,16;0
22425;10327;Fazenda Minerva;19;5;RB975033;2023;9,05;0
22324;10327;Fazenda Minerva;20;4;RB975033;2022;43,3;0,02
22526;10327;Fazenda Minerva;20;6;RB975033;2024;21,65;0
22627;10327;Fazenda Minerva;20;0;ADEF;2025;12,41;0,16
22425;10327;Fazenda Minerva;21;5;RB975201;2023;12,56;0,08
22425;10327;Fazenda Minerva;22;5;RB975201;2023;5,98;0
22526;10327;Fazenda Minerva;22;6;RB975201;2024;5,98;0,67
22425;10327;Fazenda Minerva;23;5;RB975201;2023;4,47;0
22324;10327;Fazenda Minerva;24;4;RB975201;2022;39,4;0
22526;10327;Fazenda Minerva;24;6;RB975201;2024;39,4;0
22425;10327;Fazenda Minerva;25;5;RB867515;2023;22,68;0
22526;10327;Fazenda Minerva;25;6;RB867515;2024;22,68;0
22627;10327;Fazenda Minerva;25;0;ADEF;2025;32,6;0
22324;10327;Fazenda Minerva;26;4;RB867515;2022;21,18;0
22425;10327;Fazenda Minerva;27;5;RB867515;2023;16,42;0
22223;10327;Fazenda Minerva;28;3;RB867515;2021;18,39;0
22425;10327;Fazenda Minerva;28;5;RB867515;2023;18,39;0
22526;10327;Fazenda Minerva;28;6;RB867515;2024;18,39;0
22627;10327;Fazenda Minerva;28;0;ADEF;2025;18,39;0
22324;10327;Fazenda Minerva;29;4;RB867515;2022;28,4;0
22223;10327;Fazenda Minerva;30;3;RB867515;2021;26,03;0
22425;10327;Fazenda Minerva;30;5;RB867515;2023;26,03;0
22526;10327;Fazenda Minerva;30;6;RB867515;2024;26,03;0
22324;10327;Fazenda Minerva;31;4;RB867515;2022;11,49;0
22627;10327;Fazenda Minerva;31;0;ADEF;2025;11,49;0
22223;10327;Fazenda Minerva;61;0;RB975201;2021;23,72;0,04
22425;10327;Fazenda Minerva;61;2;RB975201;2023;11,86;0
22627;10327;Fazenda Minerva;61;4;RB975201;2025;11,86;0
22223;10327;Fazenda Minerva;62;0;RB975201;2021;9,1;0,11
22223;10327;Fazenda Minerva;63;0;RB975201;2021;11,48;0,09
22425;10327;Fazenda Minerva;63;2;RB975201;2023;5,74;0
22627;10327;Fazenda Minerva;63;4;RB975201;2025;5,74;0
22223;10327;Fazenda Minerva;65;0;RB975201;2021;8,27;0
22425;10327;Fazenda Minerva;65;2;RB975201;2023;8,27;0
22627;10327;Fazenda Minerva;65;4;RB975201;2025;8,27;0
22223;10327;Fazenda Minerva;67;0;RB975201;2021;2,71;0
22425;10327;Fazenda Minerva;67;2;RB975201;2023;2,71;0
22223;10327;Fazenda Minerva;69;0;RB975201;2021;4,29;0
22425;10327;Fazenda Minerva;69;2;RB975201;2023;4,29;0
22627;10327;Fazenda Minerva;69;4;RB975201;2025;4,29;0
22324;10328;Fazenda Alvorada;7;1;RB985517;2023;15,68;0
22223;10328;Fazenda Alvorada;10;0;RB985517;2021;17,76;0
22324;10328;Fazenda Alvorada;10;1;RB985517;2023;17,76;0
22425;10328;Fazenda Alvorada;11;2;SP83-2847;2023;12,5;0
22425;10328;Fazenda Alvorada;12;2;SP83-2847;2023;25,72;0
22223;10328;Fazenda Alvorada;13;0;SP83-2847;2021;11,12;0
22425;10328;Fazenda Alvorada;13;2;SP83-2847;2023;11,12;0
22223;10328;Fazenda Alvorada;14;0;SP83-2847;2021;17,36;0
22425;10328;Fazenda Alvorada;14;2;SP83-2847;2023;17,36;0
22425;10328;Fazenda Alvorada;15;2;SP83-2847;2023;5,43;0
22425;10328;Fazenda Alvorada;17;2;RB985517;2023;11,73;0
22223;10328;Fazenda Alvorada;18;0;RB985517;2021;4,89;0
22425;10328;Fazenda Alvorada;18;2;RB985517;2023;4,89;0
22223;10328;Fazenda Alvorada;19;5;RB855536;2021;1,16;0
22223;10328;Fazenda Alvorada;22;5;RB855536;2021;2,14;0
22223;10328;Fazenda Alvorada;24;5;RB855536;2021;7,25;0
22223;10328;Fazenda Alvorada;26;5;RB855536;2021;13,03;0
22223;10328;Fazenda Alvorada;28;5;RB855536;2021;3,84;0
22223;10328;Fazenda Alvorada;29;5;RB855536;2021;15,54;0
22223;10328;Fazenda Alvorada;31;5;RB855536;2021;4,96;0
22223;10328;Fazenda Alvorada;33;5;RB855536;2021;18,46;0
22223;10328;Fazenda Alvorada;34;5;RB855536;2021;9,79;0
22223;10335;Fazenda São José;1;0;VIVEIRO;2021;4,59;0
22425;10335;Fazenda São José;1;2;VIVEIRO;2023;4,59;0
22425;10335;Fazenda São José;2;2;VIVEIRO;2023;16,58;0
22425;10335;Fazenda São José;3;2;RB975201;2023;12,62;0
22425;10335;Fazenda São José;5;2;RB975201;2023;17,49;0
22425;10335;Fazenda São José;6;2;RB975201;2023;23,87;0
22122;10335;Fazenda São José;7;0;ADEF;2021;2,03;0
22122;10335;Fazenda São José;9;6;CTC15;2021;1,6;0
22425;10335;Fazenda São José;9;2;RB975201;2023;10,94;0
22425;10335;Fazenda São José;10;2;RB975201;2023;7,17;0
22122;10335;Fazenda São José;12;6;CTC15;2021;4,19;0
