CD_SAFRA;CD_UPNIVEL1;DE_UPNIVEL1;CD_UPNIVEL3;NO_CORTE;DE_VARIED;ANO;QT_AREA_PROD;NINFAS_METRO
22223;20314;Fazenda Agua Mansa;524;1;CTC9001BT;2021;49,59;0
22223;20314;Fazenda Agua Mansa;524;1;CTC9001BT;2022;49,59;0
22425;20314;Fazenda Agua Mansa;524;3;CTC9001BT;2024;49,59;0
22122;20314;Fazenda Agua Mansa;525;0;CTC9001BT;2021;13,4;0
22526;20314;Fazenda Agua Mansa;525;4;CTC9001BT;2025;15,26;0,125
22526;20314;Fazenda Agua Mansa;527;4;CTC9001BT;2025;15,62;0
22223;20314;Fazenda Agua Mansa;528;1;CTC9001BT;2021;7,89;0
22223;20314;Fazenda Agua Mansa;529;1;CTC9001BT;2021;23,53;0
22223;20314;Fazenda Agua Mansa;529;1;CTC9001BT;2022;23,53;0
22526;20314;Fazenda Agua Mansa;529;4;CTC9001BT;2025;23,53;0
22122;20314;Fazenda Agua Mansa;530;0;CTC9001;2021;23,04;0
22223;20314;Fazenda Agua Mansa;530;1;CTC9001;2021;26,2;0
22223;20314;Fazenda Agua Mansa;530;1;CTC9001;2022;26,2;0
22526;20314;Fazenda Agua Mansa;530;4;CTC9001;2024;26,2;0
22526;20314;Fazenda Agua Mansa;530;4;CTC9001;2025;26,2;0
22122;20314;Fazenda Agua Mansa;531;0;CTC9001;2021;36,06;0
22223;20314;Fazenda Agua Mansa;531;1;CTC9001;2021;40,7;0
22223;20314;Fazenda Agua Mansa;531;1;CTC9001;2022;40,7;0
22526;20314;Fazenda Agua Mansa;531;4;CTC9001;2024;40,7;0
22122;20314;Fazenda Agua Mansa;532;0;CTC9001;2021;18,47;0
22223;20314;Fazenda Agua Mansa;532;1;CTC9001;2021;21,29;0
22223;20314;Fazenda Agua Mansa;532;1;CTC9001;2022;21,29;0
22425;20314;Fazenda Agua Mansa;532;3;CTC9001;2024;21,29;0,9583
22526;20314;Fazenda Agua Mansa;532;4;CTC9001;2024;21,29;0
22122;20314;Fazenda Agua Mansa;533;0;CTC9001BT;2021;23,9;0
22627;20314;Fazenda Agua Mansa;533;5;CTC9001BT;2026;26,74;0
22526;20314;Fazenda Agua Mansa;534;4;CTC9001BT;2025;24,73;0
22122;20314;Fazenda Agua Mansa;535;0;CTC9001BT;2021;30,18;0
22425;20314;Fazenda Agua Mansa;601;1;CTC9006;2023;8;0
22425;20314;Fazenda Agua Mansa;602;1;CTC9006;2023;4,03;0
22122;20314;Fazenda Agua Mansa;2020;1;RB966928;2021;5,38;0
22122;20314;Fazenda Agua Mansa;2179;1;CTC9007;2021;3,34;0
22122;20314;Fazenda Agua Mansa;2180;1;CTC9007;2021;3,8;0
22122;20314;Fazenda Agua Mansa;2181;1;CTC9007;2021;0,89;0
22122;20314;Fazenda Agua Mansa;2182;1;CTC9007;2021;2,84;0
22122;20314;Fazenda Agua Mansa;2183;1;CTC9007;2021;4,06;0
22122;20314;Fazenda Agua Mansa;2184;1;CTC9007;2021;3,49;0
22122;20314;Fazenda Agua Mansa;2530;1;CTC9001;2021;3,3;0
22122;20315;Fazenda Taquarussu;1;5;IACSP95-5000;2021;3,98;0
22223;20315;Fazenda Taquarussu;1;0;VIVEIRO;2022;3,95;0
22425;20315;Fazenda Taquarussu;1;2;VIVEIRO;2023;3,95;0
22425;20315;Fazenda Taquarussu;1;2;VIVEIRO;2024;3,95;0
22223;20315;Fazenda Taquarussu;2;4;VIVEIRO;2022;3,42;0
22526;20315;Fazenda Taquarussu;2;1;RB975952;2024;3,22;0
22627;20315;Fazenda Taquarussu;2;2;RB975952;2025;3,22;0
22122;20315;Fazenda Taquarussu;3;5;RB966928;2021;43,68;0,0302
22223;20315;Fazenda Taquarussu;3;6;RB966928;2022;43,68;0,0833
22324;20315;Fazenda Taquarussu;3;7;RB966928;2023;43,68;0
22627;20315;Fazenda Taquarussu;3;2;RB975952;2025;3,27;0
22122;20315;Fazenda Taquarussu;4;5;IACSP95-5000;2021;21,54;0,0093
22223;20315;Fazenda Taquarussu;4;6;IACSP95-5000;2022;21,54;0
22324;20315;Fazenda Taquarussu;4;7;IACSP95-5000;2023;21,54;0,0417
22526;20315;Fazenda Taquarussu;4;1;RB975952;2024;9,62;0
22122;20315;Fazenda Taquarussu;5;5;RB966928;2021;18,05;0
22526;20315;Fazenda Taquarussu;5;1;RB975952;2024;30,59;0
22627;20315;Fazenda Taquarussu;5;2;RB975952;2025;30,59;0
22122;20315;Fazenda Taquarussu;6;5;IACSP95-5000;2021;19,31;0,0191
22223;20315;Fazenda Taquarussu;6;6;IACSP95-5000;2022;19,31;0
22324;20315;Fazenda Taquarussu;6;7;IACSP95-5000;2023;19,31;0
22526;20315;Fazenda Taquarussu;6;1;RB975952;2024;45,53;0
22627;20315;Fazenda Taquarussu;6;2;RB975952;2025;45,53;0
22425;20315;Fazenda Taquarussu;7;0;RB975952;2024;57,84;0
22526;20315;Fazenda Taquarussu;7;1;RB975952;2024;57,84;0
22627;20315;Fazenda Taquarussu;7;2;RB975952;2025;57,84;0
22425;20315;Fazenda Taquarussu;8;0;RB975952;2024;35,27;0
22526;20315;Fazenda Taquarussu;8;1;RB975952;2024;35,27;0
22627;20315;Fazenda Taquarussu;8;2;RB975952;2025;35,27;0
22122;20315;Fazenda Taquarussu;10;5;IACSP95-5000;2021;21,75;0,0856
22223;20315;Fazenda Taquarussu;10;6;IACSP95-5000;2022;21,75;0
22324;20315;Fazenda Taquarussu;10;7;IACSP95-5000;2023;21,75;0,1667
22122;20315;Fazenda Taquarussu;11;5;IACSP95-5000;2021;22,93;0
22223;20315;Fazenda Taquarussu;11;6;IACSP95-5000;2022;22,93;0
22324;20315;Fazenda Taquarussu;11;7;IACSP95-5000;2023;22,93;0,1389
22122;20315;Fazenda Taquarussu;15;5;IACSP95-5000;2021;22,44;0,2656
22425;20315;Fazenda Taquarussu;15;1;RB975952;2023;22,76;0
22526;20315;Fazenda Taquarussu;15;2;RB975952;2024;22,76;0
22627;20315;Fazenda Taquarussu;15;3;RB975952;2025;22,76;0
22122;20315;Fazenda Taquarussu;16;5;IACSP95-5000;2021;18,06;0,1215
22425;20315;Fazenda Taquarussu;16;1;RB975952;2023;15,25;0
22526;20315;Fazenda Taquarussu;16;2;RB975952;2024;15,25;0
22627;20315;Fazenda Taquarussu;16;3;RB975952;2025;15,25;0,0556
22122;20315;Fazenda Taquarussu;17;5;RB966928;2021;15,17;0,4375
22425;20315;Fazenda Taquarussu;17;1;RB975952;2023;17,94;0
22526;20315;Fazenda Taquarussu;17;2;RB975952;2024;17,94;0
22627;20315;Fazenda Taquarussu;17;3;RB975952;2025;17,94;0
22425;20315;Fazenda Taquarussu;18;1;RB975952;2023;14,2;0
22526;20315;Fazenda Taquarussu;18;2;RB975952;2024;14,2;0
22627;20315;Fazenda Taquarussu;18;3;RB975952;2025;14,2;0
22122;20315;Fazenda Taquarussu;20;5;IACSP95-5000;2021;9,06;0,0382
22425;20315;Fazenda Taquarussu;33;2;CTC9001;2024;11,97;0
22526;20315;Fazenda Taquarussu;33;3;CTC9001;2024;11,97;0
22627;20315;Fazenda Taquarussu;33;4;CTC9001;2025;11,97;0
22324;20315;Fazenda Taquarussu;34;1;CTC9001;2022;36,09;0
22425;20315;Fazenda Taquarussu;34;2;CTC9001;2023;36,09;0
22526;20315;Fazenda Taquarussu;34;3;CTC9001;2024;36,09;0
22627;20315;Fazenda Taquarussu;34;4;CTC9001;2025;36,28;0
22627;20315;Fazenda Taquarussu;34;4;CTC9001;2026;36,28;0
22425;20315;Fazenda Taquarussu;35;2;CTC9001;2024;18,04;0
22627;20315;Fazenda Taquarussu;35;4;CTC9001;2026;18,04;0,125
22324;20315;Fazenda Taquarussu;36;1;CTC9001;2022;24,19;0
22526;20315;Fazenda Taquarussu;36;3;CTC9001;2024;24,19;0
22627;20315;Fazenda Taquarussu;36;4;CTC9001;2025;24,19;0,5417
22627;20315;Fazenda Taquarussu;36;4;CTC9001;2026;24,19;0,125
22324;20315;Fazenda Taquarussu;37;1;CTC9001;2022;26,08;0
22425;20315;Fazenda Taquarussu;37;2;CTC9001;2024;26,08;0
22627;20315;Fazenda Taquarussu;37;4;CTC9001;2025;26,08;0
22627;20315;Fazenda Taquarussu;37;4;CTC9001;2026;26,08;0
22324;20315;Fazenda Taquarussu;38;1;CTC9001;2022;11,22;0
22425;20315;Fazenda Taquarussu;38;2;CTC9001;2023;11,22;0
22627;20315;Fazenda Taquarussu;39;4;CTC9001;2025;10,36;0
22627;20315;Fazenda Taquarussu;39;4;CTC9001;2026;10,36;0
22324;20315;Fazenda Taquarussu;40;1;CTC9001;2022;21,56;0
22627;20315;Fazenda Taquarussu;41;4;CTC9001;2026;17,75;0
22324;20315;Fazenda Taquarussu;43;1;CTC9001;2022;26,07;0
22425;20315;Fazenda Taquarussu;43;2;CTC9001;2024;26,07;0
22627;20315;Fazenda Taquarussu;43;4;CTC9001;2025;26,07;0
22324;20315;Fazenda Taquarussu;44;1;CTC9001;2022;33,12;0
22425;20315;Fazenda Taquarussu;44;2;CTC9001;2024;33,12;0
22627;20315;Fazenda Taquarussu;44;4;CTC9001;2025;33,12;0
22324;20315;Fazenda Taquarussu;45;1;CTC9001;2022;27,2;0
22425;20315;Fazenda Taquarussu;45;2;CTC9001;2023;27,2;0,0486
22526;20315;Fazenda Taquarussu;45;3;CTC9001;2024;27,2;0
22627;20315;Fazenda Taquarussu;45;4;CTC9001;2025;27,2;0
22627;20315;Fazenda Taquarussu;45;4;CTC9001;2026;27,2;0
22324;20315;Fazenda Taquarussu;46;1;CTC9001;2022;10,38;0
22425;20315;Fazenda Taquarussu;46;2;CTC9001;2024;10,38;0
22324;20315;Fazenda Taquarussu;47;1;CTC9001;2022;19,7;0
22425;20315;Fazenda Taquarussu;47;2;CTC9001;2024;19,7;0
22627;20315;Fazenda Taquarussu;47;4;CTC9001;2025;19,7;0
22627;20315;Fazenda Taquarussu;47;4;CTC9001;2026;19,7;0
22324;20315;Fazenda Taquarussu;48;1;CTC9001;2022;30,75;0
22425;20315;Fazenda Taquarussu;48;2;CTC9001;2024;30,75;0,1528
22526;20315;Fazenda Taquarussu;48;3;CTC9001;2024;30,75;0
22627;20315;Fazenda Taquarussu;48;4;CTC9001;2025;30,75;0
22627;20315;Fazenda Taquarussu;48;4;CTC9001;2026;30,75;0
22122;20315;Fazenda Taquarussu;116;2;RB867515;2021;3,46;0,0588
22324;20315;Fazenda Taquarussu;116;4;RB867515;2023;3,46;0,2917
22122;20318;Fazenda Santa Barbara;1;2;CTC9002;2021;8,75;0
22223;20318;Fazenda Santa Barbara;1;3;CTC9002;2021;10,02;0
22223;20318;Fazenda Santa Barbara;1;3;CTC9002;2022;10,02;0,0972
22324;20318;Fazenda Santa Barbara;1;4;CTC9002;2022;10,02;0
22425;20318;Fazenda Santa Barbara;1;5;CTC9002;2023;10,02;0
22425;20318;Fazenda Santa Barbara;1;5;CTC9002;2024;10,02;0,0208
22526;20318;Fazenda Santa Barbara;1;0;IACCTC078008;2025;41,93;0
22627;20318;Fazenda Santa Barbara;1;1;IACCTC078008;2025;46,99;0
22627;20318;Fazenda Santa Barbara;1;1;IACCTC078008;2026;46,99;0
22223;20318;Fazenda Santa Barbara;2;3;CTC9002;2021;17,46;0,1997
22425;20318;Fazenda Santa Barbara;2;5;CTC9002;2023;17,46;0,0069
22627;20318;Fazenda Santa Barbara;2;1;RB975242;2025;56;0
22627;20318;Fazenda Santa Barbara;2;1;RB975242;2026;56;0
22223;20318;Fazenda Santa Barbara;3;3;CTC4;2021;20,41;0
22223;20318;Fazenda Santa Barbara;3;3;CTC4;2022;20,41;0,0903
22324;20318;Fazenda Santa Barbara;3;4;CTC4;2022;20,41;0
22627;20318;Fazenda Santa Barbara;3;1;RB975242;2025;31,06;0
22122;20318;Fazenda Santa Barbara;4;2;CTC4;2021;29,22;0,1319
22223;20318;Fazenda Santa Barbara;4;3;CTC4;2021;29,22;0,006
22324;20318;Fazenda Santa Barbara;4;4;CTC4;2022;29,22;0
22425;20318;Fazenda Santa Barbara;4;5;CTC4;2023;29,22;0
22425;20318;Fazenda Santa Barbara;4;5;CTC4;2024;29,22;0
22627;20318;Fazenda Santa Barbara;4;1;RB975242;2025;17,01;0
22627;20318;Fazenda Santa Barbara;4;1;RB975242;2026;17,01;0
22223;20318;Fazenda Santa Barbara;5;3;CTC4;2021;22,17;0
22223;20318;Fazenda Santa Barbara;5;3;CTC4;2022;22,17;0
22627;20318;Fazenda Santa Barbara;5;1;RB975242;2025;27,12;0
22627;20318;Fazenda Santa Barbara;5;1;RB975242;2026;27,12;0
22122;20318;Fazenda Santa Barbara;6;2;CTC4;2021;12,67;0,1181
22223;20318;Fazenda Santa Barbara;6;3;CTC4;2021;13,11;0
22324;20318;Fazenda Santa Barbara;6;4;CTC4;2022;13,11;0
22425;20318;Fazenda Santa Barbara;6;5;CTC4;2023;13,11;0
22223;20318;Fazenda Santa Barbara;7;3;CTC4;2022;7,98;0,0347
22425;20318;Fazenda Santa Barbara;7;5;CTC4;2024;7,98;0
22223;20318;Fazenda Santa Barbara;11;3;CTC4;2021;3,01;0
22223;20318;Fazenda Santa Barbara;12;3;CTC4;2021;7;0
22122;20318;Fazenda Santa Barbara;13;2;CTC4;2021;10,06;0,5313
22223;20318;Fazenda Santa Barbara;13;3;CTC4;2021;10,06;0
22223;20318;Fazenda Santa Barbara;13;3;CTC4;2022;10,06;0,0903
22324;20318;Fazenda Santa Barbara;13;4;CTC4;2022;10,06;0
22425;20318;Fazenda Santa Barbara;13;5;CTC4;2024;10,06;0
22122;20318;Fazenda Santa Barbara;14;2;CTC4;2021;15,31;0,1094
22223;20318;Fazenda Santa Barbara;14;3;CTC4;2021;15,31;0,0347
22425;20318;Fazenda Santa Barbara;14;5;CTC4;2023;15,31;0
22223;20318;Fazenda Santa Barbara;15;3;CTC4;2021;12,8;0
22223;20318;Fazenda Santa Barbara;15;3;CTC4;2022;12,8;0,0556
22324;20318;Fazenda Santa Barbara;15;4;CTC4;2022;12,8;0
22425;20318;Fazenda Santa Barbara;15;5;CTC4;2024;12,8;0
22223;20318;Fazenda Santa Barbara;16;3;CTC4;2021;2,39;0
22425;20318;Fazenda Santa Barbara;16;5;CTC4;2024;2,39;0
22324;20319;Fazenda Água do Valão;1;1;RB975201;2022;26,53;0
22526;20319;Fazenda Água do Valão;1;3;RB975201;2025;26,53;0
22324;20319;Fazenda Água do Valão;2;1;RB975201;2022;23,5;0
22425;20319;Fazenda Água do Valão;2;2;RB975201;2023;23,5;0
22425;20319;Fazenda Água do Valão;2;2;RB975201;2024;23,5;0
22526;20319;Fazenda Água do Valão;2;3;RB975201;2025;23,5;0,1667
22526;20319;Fazenda Água do Valão;3;3;RB975201;2025;10,25;0
22324;20319;Fazenda Água do Valão;5;1;RB975201;2022;16,16;0
22425;20319;Fazenda Água do Valão;5;2;RB975201;2023;16,16;0
22526;20319;Fazenda Água do Valão;5;3;RB975201;2025;16,16;0
22324;20319;Fazenda Água do Valão;6;1;RB975201;2022;14,83;0
22526;20319;Fazenda Água do Valão;6;3;RB975201;2025;14,83;0
22324;20319;Fazenda Água do Valão;7;1;RB975201;2023;5,06;0
22324;20319;Fazenda Água do Valão;8;1;RB975201;2022;29,42;0
22526;20319;Fazenda Água do Valão;8;3;RB975201;2025;29,42;0
22526;20319;Fazenda Água do Valão;9;3;RB975201;2025;11,66;0
22324;20319;Fazenda Água do Valão;10;1;RB975201;2022;19,66;0
22425;20319;Fazenda Água do Valão;10;2;RB975201;2023;19,66;0
22526;20319;Fazenda Água do Valão;10;3;RB975201;2025;19,66;0
22122;20320;Fazenda Sao Manoel;1;1;RB966928;2021;10,91;0,0069
22223;20320;Fazenda Sao Manoel;1;2;RB966928;2021;10,91;0
22223;20320;Fazenda Sao Manoel;1;2;RB966928;2022;10,91;0
22324;20320;Fazenda Sao Manoel;1;3;RB966928;2022;10,91;0
22425;20320;Fazenda Sao Manoel;1;4;RB966928;2023;10,91;0
22526;20320;Fazenda Sao Manoel;1;0;RB975242;2025;17,52;0
22627;20320;Fazenda Sao Manoel;1;1;RB975242;2025;19,39;0
22627;20320;Fazenda Sao Manoel;1;1;RB975242;2026;19,39;0
22122;20320;Fazenda Sao Manoel;2;1;RB966928;2021;8,47;0
22223;20320;Fazenda Sao Manoel;2;2;RB966928;2021;8,47;0
22526;20320;Fazenda Sao Manoel;2;0;RB975242;2025;34,64;0
22627;20320;Fazenda Sao Manoel;2;1;RB975242;2025;38,44;0
22627;20320;Fazenda Sao Manoel;2;1;RB975242;2026;38,44;0
22223;20320;Fazenda Sao Manoel;3;2;CTC9001;2021;17,82;0
22223;20320;Fazenda Sao Manoel;3;2;CTC9001;2022;17,82;0
22324;20320;Fazenda Sao Manoel;3;3;CTC9001;2022;17,82;0
22425;20320;Fazenda Sao Manoel;3;4;CTC9001;2023;17,82;0
22526;20320;Fazenda Sao Manoel;3;0;RB975242;2025;46,54;0
22627;20320;Fazenda Sao Manoel;3;1;RB975242;2025;52,56;0
22627;20320;Fazenda Sao Manoel;3;1;RB975242;2026;52,56;0
22223;20320;Fazenda Sao Manoel;4;2;CTC9001;2021;20,65;0
22223;20320;Fazenda Sao Manoel;4;2;CTC9001;2022;20,65;0
22324;20320;Fazenda Sao Manoel;4;3;CTC9001;2022;20,65;0
22425;20320;Fazenda Sao Manoel;4;4;CTC9001;2023;20,65;0,0347
22526;20320;Fazenda Sao Manoel;4;0;RB975242;2025;16,71;0
22627;20320;Fazenda Sao Manoel;4;1;RB975242;2025;19,05;0
22627;20320;Fazenda Sao Manoel;4;1;RB975242;2026;19,05;0
22122;20320;Fazenda Sao Manoel;5;1;RB966928;2021;32,53;0,0069
22223;20320;Fazenda Sao Manoel;5;2;RB966928;2021;32,67;0
22223;20320;Fazenda Sao Manoel;5;2;RB966928;2022;32,67;0
22324;20320;Fazenda Sao Manoel;5;3;RB966928;2022;32,67;0
22425;20320;Fazenda Sao Manoel;5;4;RB966928;2023;32,67;0
22122;20320;Fazenda Sao Manoel;6;1;RB966928;2021;37,42;0
22223;20320;Fazenda Sao Manoel;6;2;RB966928;2021;37,42;0
22223;20320;Fazenda Sao Manoel;6;2;RB966928;2022;37,42;0
22324;20320;Fazenda Sao Manoel;6;3;RB966928;2022;37,42;0
22425;20320;Fazenda Sao Manoel;6;4;RB966928;2023;37,42;0
22425;20320;Fazenda Sao Manoel;7;1;RB966928;2024;16,61;0
22526;20320;Fazenda Sao Manoel;7;2;RB966928;2024;16,61;0
22627;20320;Fazenda Sao Manoel;7;3;RB966928;2026;16,29;0
22425;20320;Fazenda Sao Manoel;12;1;RB855156;2024;25,24;0
22526;20320;Fazenda Sao Manoel;12;2;RB855156;2024;25,24;0
22627;20320;Fazenda Sao Manoel;12;3;RB855156;2025;25,06;0
22627;20320;Fazenda Sao Manoel;12;3;RB855156;2026;25,06;0
22425;20320;Fazenda Sao Manoel;13;1;RB855156;2024;9,84;0
22526;20320;Fazenda Sao Manoel;13;2;RB855156;2024;9,84;0
22627;20320;Fazenda Sao Manoel;13;3;RB855156;2025;9,69;0
22627;20320;Fazenda Sao Manoel;13;3;RB855156;2026;9,69;0
22425;20320;Fazenda Sao Manoel;14;1;RB855156;2024;10,57;0
22526;20320;Fazenda Sao Manoel;14;2;RB855156;2024;10,57;0
22627;20320;Fazenda Sao Manoel;14;3;RB855156;2025;10,11;0
22122;20320;Fazenda Sao Manoel;16;4;RB975033;2021;3,5;0,0486
22122;20320;Fazenda Sao Manoel;18;4;RB975033;2021;2,44;0,0625
22223;20320;Fazenda Sao Manoel;19;5;RB975033;2021;1,96;0
22223;20320;Fazenda Sao Manoel;24;5;RB975033;2021;3,6;0,2153
22223;20320;Fazenda Sao Manoel;25;5;RB975033;2021;4,01;0,0278
22122;20320;Fazenda Sao Manoel;26;4;DIVERSAS;2021;2,19;0,2153
22223;20320;Fazenda Sao Manoel;30;5;RB975201;2021;5,39;0,4514
22122;20320;Fazenda Sao Manoel;39;4;RB867515;2021;5,27;0,0139
22223;20320;Fazenda Sao Manoel;40;5;RB867515;2021;8,55;0
22223;20320;Fazenda Sao Manoel;41;5;RB867515;2021;5,23;0,0972
22627;20321;Fazenda Bela Vista;1;1;RB966928;2025;16,15;0
22627;20321;Fazenda Bela Vista;1;1;RB966928;2026;16,15;0
22122;20321;Fazenda Bela Vista;2;2;RB867515;2021;16,74;0,1224
22223;20321;Fazenda Bela Vista;2;3;RB867515;2022;16,74;0,0486
22324;20321;Fazenda Bela Vista;2;4;RB867515;2023;16,74;0
22425;20321;Fazenda Bela Vista;2;5;RB867515;2024;16,74;0
22627;20321;Fazenda Bela Vista;2;1;RB966928;2025;5,13;0
22122;20321;Fazenda Bela Vista;3;2;RB867515;2021;4,58;0,0556
22425;20321;Fazenda Bela Vista;3;5;RB867515;2024;4,58;0
22627;20321;Fazenda Bela Vista;3;1;RB966928;2025;14,29;0
22122;20321;Fazenda Bela Vista;4;2;RB867515;2021;5,25;0
22425;20321;Fazenda Bela Vista;4;5;RB867515;2024;5,25;0
22627;20321;Fazenda Bela Vista;4;1;RB966928;2025;11,39;0
22122;20321;Fazenda Bela Vista;5;2;RB867515;2021;14,6;0,0516
22223;20321;Fazenda Bela Vista;5;3;RB867515;2022;14,6;0,0208
22324;20321;Fazenda Bela Vista;5;4;RB867515;2022;14,6;0
22324;20321;Fazenda Bela Vista;5;4;RB867515;2023;14,6;0
22425;20321;Fazenda Bela Vista;5;5;RB867515;2024;14,6;0
22122;20321;Fazenda Bela Vista;6;2;RB867515;2021;10,62;0,0046
22223;20321;Fazenda Bela Vista;6;3;RB867515;2022;10,62;0,0868
22324;20321;Fazenda Bela Vista;6;4;RB867515;2022;10,62;0
22324;20321;Fazenda Bela Vista;6;4;RB867515;2023;10,62;0
22223;20321;Fazenda Bela Vista;7;1;RB966928;2022;19,79;0
22324;20321;Fazenda Bela Vista;7;2;RB966928;2022;19,79;0
22324;20321;Fazenda Bela Vista;7;2;RB966928;2023;19,79;0
22425;20321;Fazenda Bela Vista;7;3;RB966928;2023;19,79;0
22526;20321;Fazenda Bela Vista;7;4;RB966928;2024;19,79;0
22526;20321;Fazenda Bela Vista;7;4;RB966928;2025;19,79;0
22627;20321;Fazenda Bela Vista;7;5;RB966928;2025;19,79;0
22627;20321;Fazenda Bela Vista;7;5;RB966928;2026;19,79;0
22223;20321;Fazenda Bela Vista;8;1;RB966928;2021;25,45;0
22324;20321;Fazenda Bela Vista;8;2;RB966928;2022;25,45;0
22425;20321;Fazenda Bela Vista;8;3;RB966928;2023;25,45;0
22526;20321;Fazenda Bela Vista;8;4;RB966928;2024;25,45;0
22627;20321;Fazenda Bela Vista;8;5;RB966928;2025;25,45;0
22223;20321;Fazenda Bela Vista;9;1;RB966928;2021;13,31;0
22324;20321;Fazenda Bela Vista;9;2;RB966928;2022;13,31;0
22425;20321;Fazenda Bela Vista;9;3;RB966928;2023;13,31;0,0162
22526;20321;Fazenda Bela Vista;9;4;RB966928;2024;13,31;0
22526;20321;Fazenda Bela Vista;9;4;RB966928;2025;13,31;0
22627;20321;Fazenda Bela Vista;9;5;RB966928;2025;13,31;0,1667
22324;20321;Fazenda Bela Vista;10;2;RB966928;2022;12,55;0
22425;20321;Fazenda Bela Vista;10;3;RB966928;2023;12,55;0
22526;20321;Fazenda Bela Vista;10;4;RB966928;2024;12,55;0
22526;20321;Fazenda Bela Vista;10;4;RB966928;2025;12,55;0
22627;20321;Fazenda Bela Vista;10;5;RB966928;2025;12,55;0
22627;20321;Fazenda Bela Vista;10;5;RB966928;2026;12,55;0
22223;20321;Fazenda Bela Vista;11;1;RB966928;2021;6,94;0
22324;20321;Fazenda Bela Vista;11;2;RB966928;2022;6,94;0
22425;20321;Fazenda Bela Vista;11;3;RB966928;2023;6,94;0
22425;20321;Fazenda Bela Vista;11;3;RB966928;2024;6,94;0
22526;20321;Fazenda Bela Vista;11;4;RB966928;2024;6,94;0
22526;20321;Fazenda Bela Vista;11;4;RB966928;2025;6,94;0
22627;20321;Fazenda Bela Vista;11;5;RB966928;2025;6,94;0
22627;20321;Fazenda Bela Vista;11;5;RB966928;2026;6,94;0
22122;20321;Fazenda Bela Vista;43;3;RB966928;2021;12,72;0,0139
22324;20321;Fazenda Bela Vista;43;5;RB966928;2022;12,72;0
22425;20321;Fazenda Bela Vista;43;0;ADEF;2024;12,37;0
22627;20321;Fazenda Bela Vista;43;1;RB966928;2025;12,37;0
22122;20321;Fazenda Bela Vista;44;3;RB966928;2021;18,29;0,2083
22324;20321;Fazenda Bela Vista;44;0;ADEF;2023;15,29;0
22526;20321;Fazenda Bela Vista;44;1;RB975242;2024;18,41;0
22526;20321;Fazenda Bela Vista;44;1;RB975242;2025;18,41;0,3333
22627;20321;Fazenda Bela Vista;44;2;RB975242;2026;18,41;0
22324;20321;Fazenda Bela Vista;45;0;ADEF;2023;17,37;0
22526;20321;Fazenda Bela Vista;45;1;RB975242;2024;20,86;0,1875
22526;20321;Fazenda Bela Vista;45;1;RB975242;2025;20,86;0,0417
22627;20321;Fazenda Bela Vista;45;2;RB975242;2026;20,86;0
22122;20321;Fazenda Bela Vista;46;3;RB966928;2021;12,96;0
22324;20321;Fazenda Bela Vista;46;0;ADEF;2023;11,89;0
22526;20321;Fazenda Bela Vista;46;1;RB975242;2024;13,78;0
22526;20321;Fazenda Bela Vista;46;1;RB975242;2025;13,78;0
22223;20322;Fazenda Sao Luiz;1;1;RB975201;2021;5,49;0
22223;20322;Fazenda Sao Luiz;1;1;RB975201;2022;5,49;0
22324;20322;Fazenda Sao Luiz;1;2;RB975201;2022;5,49;0
22425;20322;Fazenda Sao Luiz;1;3;RB975201;2023;5,49;0
22526;20322;Fazenda Sao Luiz;1;4;RB975201;2025;5,49;0
22526;20322;Fazenda Sao Luiz;2;4;RB975242;2025;3,82;0,1667
22223;20322;Fazenda Sao Luiz;3;1;RB975242;2021;3,72;0
22425;20322;Fazenda Sao Luiz;3;3;RB975242;2023;3,72;0
22223;20322;Fazenda Sao Luiz;4;1;RB975242;2021;3,93;0
22526;20322;Fazenda Sao Luiz;4;4;RB975242;2025;3,93;0
22223;20322;Fazenda Sao Luiz;5;1;RB975242;2022;4,41;0
22324;20322;Fazenda Sao Luiz;5;2;RB975242;2022;4,41;0
22425;20322;Fazenda Sao Luiz;5;3;RB975242;2023;4,41;0
22526;20322;Fazenda Sao Luiz;7;4;RB975242;2025;2,8;0
22223;20322;Fazenda Sao Luiz;8;1;RB975242;2021;3,82;0
22526;20322;Fazenda Sao Luiz;8;4;RB975242;2025;3,82;0
22324;20323;Fazenda Sao Manoel;2;1;RB975242;2022;12,58;0
22425;20323;Fazenda Sao Manoel;2;2;RB975242;2024;12,58;0
22526;20323;Fazenda Sao Manoel;2;3;RB975242;2025;12,58;0
22324;20323;Fazenda Sao Manoel;3;1;RB975242;2022;24,91;0
22425;20323;Fazenda Sao Manoel;3;2;RB975242;2024;24,91;0
22526;20323;Fazenda Sao Manoel;3;3;RB975242;2025;24,91;0
22324;20323;Fazenda Sao Manoel;4;1;RB975242;2022;18,3;0
22324;20323;Fazenda Sao Manoel;5;1;RB975242;2022;6,87;0
22425;20323;Fazenda Sao Manoel;5;2;RB975242;2024;6,87;0
22324;20323;Fazenda Sao Manoel;6;1;RB975242;2022;11,31;0
22425;20323;Fazenda Sao Manoel;6;2;RB975242;2024;11,31;0
22526;20323;Fazenda Sao Manoel;6;3;RB975242;2025;11,31;0
22122;20323;Fazenda Sao Manoel;8;3;RB966928;2021;22,41;0
22223;20323;Fazenda Sao Manoel;8;4;RB966928;2021;22,41;0
22425;20323;Fazenda Sao Manoel;8;1;RB975242;2023;22,94;0
